index,unique_id,ds,SeasonalNaive,AutoARIMA,y
2445,237,2019-01-28 21:00:00,789.0,657.6535,435.0
2446,237,2019-01-28 22:00:00,536.0,472.48303,319.0
2447,237,2019-01-28 23:00:00,274.0,290.55588,136.0
2448,237,2019-01-29 00:00:00,104.0,191.93097,58.0
2449,237,2019-01-29 01:00:00,40.0,138.41537,19.0
2450,237,2019-01-29 02:00:00,17.0,116.02569,21.0
2451,237,2019-01-29 03:00:00,17.0,110.883095,7.0
2452,237,2019-01-29 04:00:00,14.0,109.550606,12.0
2453,237,2019-01-29 05:00:00,59.0,146.52794,50.0
2454,237,2019-01-29 06:00:00,249.0,293.383,242.0
2455,237,2019-01-29 07:00:00,672.0,642.45575,662.0
2456,237,2019-01-29 08:00:00,840.0,781.8585,744.0
2457,237,2019-01-29 09:00:00,684.0,676.71375,679.0
2458,237,2019-01-29 10:00:00,714.0,709.5034,676.0
2459,237,2019-01-29 11:00:00,721.0,765.46405,780.0
2460,237,2019-01-29 12:00:00,798.0,862.1765,826.0
2461,237,2019-01-29 13:00:00,738.0,830.31525,828.0
2462,237,2019-01-29 14:00:00,847.0,930.791,1005.0
2463,237,2019-01-29 15:00:00,862.0,919.05005,942.0
2464,237,2019-01-29 16:00:00,771.0,847.6689,818.0
2465,237,2019-01-29 17:00:00,891.0,909.96643,869.0
2466,237,2019-01-29 18:00:00,944.0,934.2673,1059.0
2467,237,2019-01-29 19:00:00,816.0,865.07434,784.0
2468,237,2019-01-29 20:00:00,883.0,779.31934,700.0
2469,237,2019-01-29 21:00:00,789.0,670.4689,551.0
2470,237,2019-01-29 22:00:00,536.0,485.2984,416.0
2471,237,2019-01-29 23:00:00,274.0,303.37125,177.0
2472,237,2019-01-30 00:00:00,104.0,204.74635,74.0
2473,237,2019-01-30 01:00:00,40.0,151.23076,29.0
2474,237,2019-01-30 02:00:00,17.0,128.84108,13.0
2475,237,2019-01-30 03:00:00,17.0,123.69848,16.0
2476,237,2019-01-30 04:00:00,14.0,122.36599,12.0
2477,237,2019-01-30 05:00:00,59.0,159.34332,56.0
2478,237,2019-01-30 06:00:00,249.0,306.1984,239.0
2479,237,2019-01-30 07:00:00,672.0,655.2711,683.0
2480,237,2019-01-30 08:00:00,840.0,794.6739,789.0
2481,237,2019-01-30 09:00:00,684.0,689.5292,714.0
2482,237,2019-01-30 10:00:00,714.0,722.3188,660.0
2483,237,2019-01-30 11:00:00,721.0,778.2794,790.0
2484,237,2019-01-30 12:00:00,798.0,874.9919,766.0
2485,237,2019-01-30 13:00:00,738.0,843.1306,792.0
2486,237,2019-01-30 14:00:00,847.0,943.60645,835.0
2487,237,2019-01-30 15:00:00,862.0,931.8654,1014.0
2488,237,2019-01-30 16:00:00,771.0,860.4843,726.0
2489,237,2019-01-30 17:00:00,891.0,922.7818,896.0
2490,237,2019-01-30 18:00:00,944.0,947.08264,1014.0
2491,237,2019-01-30 19:00:00,816.0,877.8897,897.0
2492,237,2019-01-30 20:00:00,883.0,792.13477,663.0
2493,237,2019-01-30 21:00:00,789.0,683.2843,557.0
2494,237,2019-01-30 22:00:00,536.0,498.1138,446.0
2495,237,2019-01-30 23:00:00,274.0,316.18665,199.0
2496,237,2019-01-31 00:00:00,104.0,217.56174,81.0
2497,237,2019-01-31 01:00:00,40.0,164.04614,33.0
2498,237,2019-01-31 02:00:00,17.0,141.65646,12.0
2499,237,2019-01-31 03:00:00,17.0,136.51387,12.0
2500,237,2019-01-31 04:00:00,14.0,135.18138,17.0
2501,237,2019-01-31 05:00:00,59.0,172.1587,71.0
2502,237,2019-01-31 06:00:00,249.0,319.01376,254.0
2503,237,2019-01-31 07:00:00,672.0,668.0865,743.0
2504,237,2019-01-31 08:00:00,840.0,807.48926,881.0
2505,237,2019-01-31 09:00:00,684.0,702.34454,707.0
2506,237,2019-01-31 10:00:00,714.0,735.1342,642.0
2507,237,2019-01-31 11:00:00,721.0,791.09485,759.0
2508,237,2019-01-31 12:00:00,798.0,887.80725,758.0
2509,237,2019-01-31 13:00:00,738.0,855.94604,754.0
2510,237,2019-01-31 14:00:00,847.0,956.4218,852.0
2511,237,2019-01-31 15:00:00,862.0,944.68085,948.0
2512,237,2019-01-31 16:00:00,771.0,873.2997,810.0
2513,237,2019-01-31 17:00:00,891.0,935.59717,864.0
2514,237,2019-01-31 18:00:00,944.0,959.8981,1024.0
2515,237,2019-01-31 19:00:00,816.0,890.7051,736.0
2516,237,2019-01-31 20:00:00,883.0,804.95013,704.0
2517,237,2019-01-31 21:00:00,789.0,696.0997,626.0
2518,237,2019-01-31 22:00:00,536.0,510.92917,452.0
2519,237,2019-01-31 23:00:00,274.0,329.002,242.0
2520,238,2019-01-25 00:00:00,54.0,64.84931,42.0
2521,238,2019-01-25 01:00:00,21.0,19.349583,22.0
2522,238,2019-01-25 02:00:00,17.0,14.378514,19.0
2523,238,2019-01-25 03:00:00,6.0,6.398436,8.0
2524,238,2019-01-25 04:00:00,14.0,15.177378,20.0
2525,238,2019-01-25 05:00:00,69.0,69.47971,58.0
2526,238,2019-01-25 06:00:00,169.0,167.68294,147.0
2527,238,2019-01-25 07:00:00,314.0,317.4295,341.0
2528,238,2019-01-25 08:00:00,440.0,435.40634,447.0
2529,238,2019-01-25 09:00:00,331.0,336.8229,338.0
2530,238,2019-01-25 10:00:00,362.0,345.89984,322.0
2531,238,2019-01-25 11:00:00,333.0,323.6971,314.0
2532,238,2019-01-25 12:00:00,286.0,291.59967,333.0
2533,238,2019-01-25 13:00:00,263.0,270.12833,328.0
2534,238,2019-01-25 14:00:00,385.0,373.86404,363.0
2535,238,2019-01-25 15:00:00,494.0,481.53503,471.0
2536,238,2019-01-25 16:00:00,339.0,345.1902,365.0
2537,238,2019-01-25 17:00:00,400.0,395.09586,399.0
2538,238,2019-01-25 18:00:00,392.0,407.04953,406.0
2539,238,2019-01-25 19:00:00,297.0,292.46674,328.0
2540,238,2019-01-25 20:00:00,225.0,216.07294,248.0
2541,238,2019-01-25 21:00:00,207.0,196.11179,213.0
2542,238,2019-01-25 22:00:00,138.0,126.068794,217.0
2543,238,2019-01-25 23:00:00,76.0,73.97645,148.0
2544,238,2019-01-26 00:00:00,54.0,56.759422,92.0
2545,238,2019-01-26 01:00:00,21.0,20.029356,48.0
2546,238,2019-01-26 02:00:00,17.0,12.602412,40.0
2547,238,2019-01-26 03:00:00,6.0,6.8388715,17.0
2548,238,2019-01-26 04:00:00,14.0,16.503138,24.0
2549,238,2019-01-26 05:00:00,69.0,65.58452,34.0
2550,238,2019-01-26 06:00:00,169.0,163.69475,69.0
2551,238,2019-01-26 07:00:00,314.0,327.90543,98.0
2552,238,2019-01-26 08:00:00,440.0,450.57285,217.0
2553,238,2019-01-26 09:00:00,331.0,343.7373,339.0
2554,238,2019-01-26 10:00:00,362.0,338.57202,366.0
2555,238,2019-01-26 11:00:00,333.0,317.37762,363.0
2556,238,2019-01-26 12:00:00,286.0,301.2667,364.0
2557,238,2019-01-26 13:00:00,263.0,284.0007,381.0
2558,238,2019-01-26 14:00:00,385.0,374.20343,334.0
2559,238,2019-01-26 15:00:00,494.0,471.68576,314.0
2560,238,2019-01-26 16:00:00,339.0,350.66476,290.0
2561,238,2019-01-26 17:00:00,400.0,400.36005,357.0
2562,238,2019-01-26 18:00:00,392.0,421.1115,401.0
2563,238,2019-01-26 19:00:00,297.0,310.04565,364.0
2564,238,2019-01-26 20:00:00,225.0,232.3161,234.0
2565,238,2019-01-26 21:00:00,207.0,196.65932,207.0
2566,238,2019-01-26 22:00:00,138.0,129.84233,211.0
2567,238,2019-01-26 23:00:00,76.0,69.35464,176.0
2568,238,2019-01-27 00:00:00,54.0,55.843197,109.0
2569,238,2019-01-27 01:00:00,21.0,20.305603,56.0
2570,238,2019-01-27 02:00:00,17.0,13.7507515,39.0
2571,238,2019-01-27 03:00:00,6.0,6.621978,23.0
2572,238,2019-01-27 04:00:00,14.0,15.856186,25.0
2573,238,2019-01-27 05:00:00,69.0,66.42292,22.0
2574,238,2019-01-27 06:00:00,169.0,165.04086,67.0
2575,238,2019-01-27 07:00:00,314.0,324.37762,99.0
2576,238,2019-01-27 08:00:00,440.0,448.04358,192.0
2577,238,2019-01-27 09:00:00,331.0,340.44885,290.0
2578,238,2019-01-27 10:00:00,362.0,344.73514,366.0
2579,238,2019-01-27 11:00:00,333.0,321.45688,363.0
2580,238,2019-01-27 12:00:00,286.0,297.35452,383.0
2581,238,2019-01-27 13:00:00,263.0,278.63138,376.0
2582,238,2019-01-27 14:00:00,385.0,377.12265,415.0
2583,238,2019-01-27 15:00:00,494.0,477.49487,358.0
2584,238,2019-01-27 16:00:00,339.0,347.63498,295.0
2585,238,2019-01-27 17:00:00,400.0,400.37485,344.0
2586,238,2019-01-27 18:00:00,392.0,413.55862,260.0
2587,238,2019-01-27 19:00:00,297.0,306.90073,224.0
2588,238,2019-01-27 20:00:00,225.0,230.68811,185.0
2589,238,2019-01-27 21:00:00,207.0,199.45999,128.0
2590,238,2019-01-27 22:00:00,138.0,132.12279,117.0
2591,238,2019-01-27 23:00:00,76.0,71.048744,70.0
2592,238,2019-01-28 00:00:00,54.0,58.2528,38.0
2593,238,2019-01-28 01:00:00,21.0,20.053621,15.0
2594,238,2019-01-28 02:00:00,17.0,13.944478,18.0
2595,238,2019-01-28 03:00:00,6.0,6.557075,12.0
2596,238,2019-01-28 04:00:00,14.0,15.659349,21.0
2597,238,2019-01-28 05:00:00,69.0,67.265205,59.0
2598,238,2019-01-28 06:00:00,169.0,165.78209,144.0
2599,238,2019-01-28 07:00:00,314.0,322.42862,305.0
2600,238,2019-01-28 08:00:00,440.0,444.58136,403.0
2601,238,2019-01-28 09:00:00,331.0,339.401,364.0
2602,238,2019-01-28 10:00:00,362.0,345.18027,301.0
2603,238,2019-01-28 11:00:00,333.0,322.1478,271.0
2604,238,2019-01-28 12:00:00,286.0,295.7192,333.0
2605,238,2019-01-28 13:00:00,263.0,276.22385,278.0
2606,238,2019-01-28 14:00:00,385.0,376.3058,326.0
2607,238,2019-01-28 15:00:00,494.0,478.70804,412.0
2608,238,2019-01-28 16:00:00,339.0,346.9112,309.0
2609,238,2019-01-28 17:00:00,400.0,398.95132,386.0
2610,238,2019-01-28 18:00:00,392.0,411.6425,376.0
2611,238,2019-01-28 19:00:00,297.0,302.94083,259.0
2612,238,2019-01-28 20:00:00,225.0,226.7116,220.0
2613,238,2019-01-28 21:00:00,207.0,198.61647,151.0
2614,238,2019-01-28 22:00:00,138.0,130.5384,133.0
2615,238,2019-01-28 23:00:00,76.0,71.8744,111.0
2616,238,2019-01-29 00:00:00,54.0,57.901237,46.0
2617,238,2019-01-29 01:00:00,21.0,20.041721,26.0
2618,238,2019-01-29 02:00:00,17.0,13.586621,15.0
2619,238,2019-01-29 03:00:00,6.0,6.6317,9.0
2620,238,2019-01-29 04:00:00,14.0,15.882748,20.0
2621,238,2019-01-29 05:00:00,69.0,66.8298,66.0
2622,238,2019-01-29 06:00:00,169.0,165.23486,158.0
2623,238,2019-01-29 07:00:00,314.0,323.86435,381.0
2624,238,2019-01-29 08:00:00,440.0,446.12375,429.0
2625,238,2019-01-29 09:00:00,331.0,340.54828,349.0
2626,238,2019-01-29 10:00:00,362.0,343.4074,298.0
2627,238,2019-01-29 11:00:00,333.0,320.87592,290.0
2628,238,2019-01-29 12:00:00,286.0,297.18066,313.0
2629,238,2019-01-29 13:00:00,263.0,278.2702,297.0
2630,238,2019-01-29 14:00:00,385.0,375.7214,332.0
2631,238,2019-01-29 15:00:00,494.0,476.8398,428.0
2632,238,2019-01-29 16:00:00,339.0,347.9082,348.0
2633,238,2019-01-29 17:00:00,400.0,399.30103,423.0
2634,238,2019-01-29 18:00:00,392.0,414.1557,477.0
2635,238,2019-01-29 19:00:00,297.0,304.77292,295.0
2636,238,2019-01-29 20:00:00,225.0,228.13867,268.0
2637,238,2019-01-29 21:00:00,207.0,198.07066,157.0
2638,238,2019-01-29 22:00:00,138.0,130.31699,216.0
2639,238,2019-01-29 23:00:00,76.0,71.21233,91.0
2640,238,2019-01-30 00:00:00,54.0,57.33868,60.0
2641,238,2019-01-30 01:00:00,21.0,20.11264,18.0
2642,238,2019-01-30 02:00:00,17.0,13.623282,18.0
2643,238,2019-01-30 03:00:00,6.0,6.630664,6.0
2644,238,2019-01-30 04:00:00,14.0,15.880332,23.0
2645,238,2019-01-30 05:00:00,69.0,66.71081,72.0
2646,238,2019-01-30 06:00:00,169.0,165.1709,167.0
2647,238,2019-01-30 07:00:00,314.0,324.03333,347.0
2648,238,2019-01-30 08:00:00,440.0,446.67435,541.0
2649,238,2019-01-30 09:00:00,331.0,340.54587,374.0
2650,238,2019-01-30 10:00:00,362.0,343.7278,296.0
2651,238,2019-01-30 11:00:00,333.0,321.00555,283.0
2652,238,2019-01-30 12:00:00,286.0,297.25864,306.0
2653,238,2019-01-30 13:00:00,263.0,278.41113,297.0
2654,238,2019-01-30 14:00:00,385.0,376.0869,381.0
2655,238,2019-01-30 15:00:00,494.0,476.97678,515.0
2656,238,2019-01-30 16:00:00,339.0,347.85568,359.0
2657,238,2019-01-30 17:00:00,400.0,399.59808,392.0
2658,238,2019-01-30 18:00:00,392.0,414.04807,458.0
2659,238,2019-01-30 19:00:00,297.0,305.38577,350.0
2660,238,2019-01-30 20:00:00,225.0,228.85663,274.0
2661,238,2019-01-30 21:00:00,207.0,198.43379,220.0
2662,238,2019-01-30 22:00:00,138.0,130.79933,240.0
2663,238,2019-01-30 23:00:00,76.0,71.15414,147.0
2664,238,2019-01-31 00:00:00,54.0,57.573273,73.0
2665,238,2019-01-31 01:00:00,21.0,20.09823,24.0
2666,238,2019-01-31 02:00:00,17.0,13.710693,20.0
2667,238,2019-01-31 03:00:00,6.0,6.610794,15.0
2668,238,2019-01-31 04:00:00,14.0,15.820679,28.0
2669,238,2019-01-31 05:00:00,69.0,66.8578,68.0
2670,238,2019-01-31 06:00:00,169.0,165.3344,181.0
2671,238,2019-01-31 07:00:00,314.0,323.6041,331.0
2672,238,2019-01-31 08:00:00,440.0,446.12155,454.0
2673,238,2019-01-31 09:00:00,331.0,340.23703,345.0
2674,238,2019-01-31 10:00:00,362.0,344.12637,292.0
2675,238,2019-01-31 11:00:00,333.0,321.3164,329.0
2676,238,2019-01-31 12:00:00,286.0,296.8451,326.0
2677,238,2019-01-31 13:00:00,263.0,277.8242,292.0
2678,238,2019-01-31 14:00:00,385.0,376.15372,365.0
2679,238,2019-01-31 15:00:00,494.0,477.44662,467.0
2680,238,2019-01-31 16:00:00,339.0,347.59982,418.0
2681,238,2019-01-31 17:00:00,400.0,399.42996,448.0
2682,238,2019-01-31 18:00:00,392.0,413.39697,412.0
2683,238,2019-01-31 19:00:00,297.0,304.73935,352.0
2684,238,2019-01-31 20:00:00,225.0,228.29335,232.0
2685,238,2019-01-31 21:00:00,207.0,198.49077,217.0
2686,238,2019-01-31 22:00:00,138.0,130.73921,236.0
2687,238,2019-01-31 23:00:00,76.0,71.34717,119.0
2688,239,2019-01-25 00:00:00,59.0,79.37378,77.0
2689,239,2019-01-25 01:00:00,27.0,40.16592,48.0
2690,239,2019-01-25 02:00:00,14.0,23.307814,17.0
2691,239,2019-01-25 03:00:00,12.0,17.616322,16.0
2692,239,2019-01-25 04:00:00,13.0,19.420212,22.0
2693,239,2019-01-25 05:00:00,64.0,63.82708,53.0
2694,239,2019-01-25 06:00:00,138.0,140.98434,146.0
2695,239,2019-01-25 07:00:00,301.0,307.0973,357.0
2696,239,2019-01-25 08:00:00,394.0,396.133,457.0
2697,239,2019-01-25 09:00:00,377.0,376.46176,372.0
2698,239,2019-01-25 10:00:00,379.0,370.68088,381.0
2699,239,2019-01-25 11:00:00,402.0,389.16666,392.0
2700,239,2019-01-25 12:00:00,430.0,420.99405,384.0
2701,239,2019-01-25 13:00:00,378.0,372.6767,416.0
2702,239,2019-01-25 14:00:00,481.0,465.5673,494.0
2703,239,2019-01-25 15:00:00,474.0,454.22934,497.0
2704,239,2019-01-25 16:00:00,401.0,400.18585,443.0
2705,239,2019-01-25 17:00:00,482.0,467.55673,487.0
2706,239,2019-01-25 18:00:00,499.0,506.6712,520.0
2707,239,2019-01-25 19:00:00,472.0,482.3105,515.0
2708,239,2019-01-25 20:00:00,395.0,376.01138,398.0
2709,239,2019-01-25 21:00:00,311.0,293.4674,383.0
2710,239,2019-01-25 22:00:00,281.0,245.25072,452.0
2711,239,2019-01-25 23:00:00,138.0,123.52133,290.0
2712,239,2019-01-26 00:00:00,59.0,75.61085,165.0
2713,239,2019-01-26 01:00:00,27.0,34.96469,94.0
2714,239,2019-01-26 02:00:00,14.0,19.630701,64.0
2715,239,2019-01-26 03:00:00,12.0,15.601689,39.0
2716,239,2019-01-26 04:00:00,13.0,18.108229,26.0
2717,239,2019-01-26 05:00:00,64.0,62.26291,23.0
2718,239,2019-01-26 06:00:00,138.0,140.41754,61.0
2719,239,2019-01-26 07:00:00,301.0,306.93314,127.0
2720,239,2019-01-26 08:00:00,394.0,398.35156,271.0
2721,239,2019-01-26 09:00:00,377.0,372.18454,399.0
2722,239,2019-01-26 10:00:00,379.0,373.15167,443.0
2723,239,2019-01-26 11:00:00,402.0,388.52304,467.0
2724,239,2019-01-26 12:00:00,430.0,418.22586,508.0
2725,239,2019-01-26 13:00:00,378.0,373.75967,578.0
2726,239,2019-01-26 14:00:00,481.0,465.3385,510.0
2727,239,2019-01-26 15:00:00,474.0,446.53067,513.0
2728,239,2019-01-26 16:00:00,401.0,397.85443,540.0
2729,239,2019-01-26 17:00:00,482.0,466.5288,523.0
2730,239,2019-01-26 18:00:00,499.0,511.5995,563.0
2731,239,2019-01-26 19:00:00,472.0,483.1346,582.0
2732,239,2019-01-26 20:00:00,395.0,367.79962,379.0
2733,239,2019-01-26 21:00:00,311.0,290.59885,319.0
2734,239,2019-01-26 22:00:00,281.0,240.80434,447.0
2735,239,2019-01-26 23:00:00,138.0,122.71148,349.0
2736,239,2019-01-27 00:00:00,59.0,72.93966,216.0
2737,239,2019-01-27 01:00:00,27.0,34.332848,122.0
2738,239,2019-01-27 02:00:00,14.0,19.184029,63.0
2739,239,2019-01-27 03:00:00,12.0,15.251509,45.0
2740,239,2019-01-27 04:00:00,13.0,17.316347,34.0
2741,239,2019-01-27 05:00:00,64.0,62.91625,25.0
2742,239,2019-01-27 06:00:00,138.0,140.03244,45.0
2743,239,2019-01-27 07:00:00,301.0,305.75363,92.0
2744,239,2019-01-27 08:00:00,394.0,397.0396,183.0
2745,239,2019-01-27 09:00:00,377.0,373.98444,297.0
2746,239,2019-01-27 10:00:00,379.0,373.87323,411.0
2747,239,2019-01-27 11:00:00,402.0,391.39648,463.0
2748,239,2019-01-27 12:00:00,430.0,421.15765,542.0
2749,239,2019-01-27 13:00:00,378.0,374.41818,557.0
2750,239,2019-01-27 14:00:00,481.0,468.57852,553.0
2751,239,2019-01-27 15:00:00,474.0,453.60757,544.0
2752,239,2019-01-27 16:00:00,401.0,398.9418,465.0
2753,239,2019-01-27 17:00:00,482.0,469.88266,419.0
2754,239,2019-01-27 18:00:00,499.0,508.08658,391.0
2755,239,2019-01-27 19:00:00,472.0,480.70474,315.0
2756,239,2019-01-27 20:00:00,395.0,374.91965,234.0
2757,239,2019-01-27 21:00:00,311.0,295.3105,165.0
2758,239,2019-01-27 22:00:00,281.0,249.85721,124.0
2759,239,2019-01-27 23:00:00,138.0,125.98638,82.0
2760,239,2019-01-28 00:00:00,59.0,74.76309,39.0
2761,239,2019-01-28 01:00:00,27.0,35.644012,22.0
2762,239,2019-01-28 02:00:00,14.0,20.110973,11.0
2763,239,2019-01-28 03:00:00,12.0,15.801036,8.0
2764,239,2019-01-28 04:00:00,13.0,17.897001,19.0
2765,239,2019-01-28 05:00:00,64.0,62.97732,75.0
2766,239,2019-01-28 06:00:00,138.0,140.30028,128.0
2767,239,2019-01-28 07:00:00,301.0,306.25317,306.0
2768,239,2019-01-28 08:00:00,394.0,397.10522,392.0
2769,239,2019-01-28 09:00:00,377.0,374.14618,359.0
2770,239,2019-01-28 10:00:00,379.0,373.08386,357.0
2771,239,2019-01-28 11:00:00,402.0,390.39246,344.0
2772,239,2019-01-28 12:00:00,430.0,420.56418,353.0
2773,239,2019-01-28 13:00:00,378.0,373.93695,381.0
2774,239,2019-01-28 14:00:00,481.0,467.34497,420.0
2775,239,2019-01-28 15:00:00,474.0,452.38248,506.0
2776,239,2019-01-28 16:00:00,401.0,398.98795,413.0
2777,239,2019-01-28 17:00:00,482.0,468.76724,453.0
2778,239,2019-01-28 18:00:00,499.0,508.46884,503.0
2779,239,2019-01-28 19:00:00,472.0,481.49667,437.0
2780,239,2019-01-28 20:00:00,395.0,373.78226,336.0
2781,239,2019-01-28 21:00:00,311.0,294.0342,289.0
2782,239,2019-01-28 22:00:00,281.0,247.1876,212.0
2783,239,2019-01-28 23:00:00,138.0,124.85766,86.0
2784,239,2019-01-29 00:00:00,59.0,74.58775,46.0
2785,239,2019-01-29 01:00:00,27.0,35.254887,28.0
2786,239,2019-01-29 02:00:00,14.0,19.83587,5.0
2787,239,2019-01-29 03:00:00,12.0,15.655369,7.0
2788,239,2019-01-29 04:00:00,13.0,17.829182,21.0
2789,239,2019-01-29 05:00:00,64.0,62.81985,58.0
2790,239,2019-01-29 06:00:00,138.0,140.27304,161.0
2791,239,2019-01-29 07:00:00,301.0,306.2965,325.0
2792,239,2019-01-29 08:00:00,394.0,397.34705,439.0
2793,239,2019-01-29 09:00:00,377.0,373.71494,387.0
2794,239,2019-01-29 10:00:00,379.0,373.2485,336.0
2795,239,2019-01-29 11:00:00,402.0,390.20273,365.0
2796,239,2019-01-29 12:00:00,430.0,420.20035,426.0
2797,239,2019-01-29 13:00:00,378.0,373.9927,385.0
2798,239,2019-01-29 14:00:00,481.0,467.17114,422.0
2799,239,2019-01-29 15:00:00,474.0,451.42224,509.0
2800,239,2019-01-29 16:00:00,401.0,398.7478,433.0
2801,239,2019-01-29 17:00:00,482.0,468.5235,492.0
2802,239,2019-01-29 18:00:00,499.0,509.03473,591.0
2803,239,2019-01-29 19:00:00,472.0,481.67966,458.0
2804,239,2019-01-29 20:00:00,395.0,372.77856,314.0
2805,239,2019-01-29 21:00:00,311.0,293.5769,291.0
2806,239,2019-01-29 22:00:00,281.0,246.39487,186.0
2807,239,2019-01-29 23:00:00,138.0,124.635284,76.0
2808,239,2019-01-30 00:00:00,59.0,74.2849,52.0
2809,239,2019-01-30 01:00:00,27.0,35.14105,23.0
2810,239,2019-01-30 02:00:00,14.0,19.755394,11.0
2811,239,2019-01-30 03:00:00,12.0,15.600775,12.0
2812,239,2019-01-30 04:00:00,13.0,17.737474,11.0
2813,239,2019-01-30 05:00:00,64.0,62.86961,60.0
2814,239,2019-01-30 06:00:00,138.0,140.22914,176.0
2815,239,2019-01-30 07:00:00,301.0,306.17743,321.0
2816,239,2019-01-30 08:00:00,394.0,397.2381,488.0
2817,239,2019-01-30 09:00:00,377.0,373.85233,381.0
2818,239,2019-01-30 10:00:00,379.0,373.34454,385.0
2819,239,2019-01-30 11:00:00,402.0,390.4826,362.0
2820,239,2019-01-30 12:00:00,430.0,420.46524,409.0
2821,239,2019-01-30 13:00:00,378.0,374.06888,380.0
2822,239,2019-01-30 14:00:00,481.0,467.49158,490.0
2823,239,2019-01-30 15:00:00,474.0,452.0517,591.0
2824,239,2019-01-30 16:00:00,401.0,398.83328,421.0
2825,239,2019-01-30 17:00:00,482.0,468.84744,467.0
2826,239,2019-01-30 18:00:00,499.0,508.73312,572.0
2827,239,2019-01-30 19:00:00,472.0,481.44574,526.0
2828,239,2019-01-30 20:00:00,395.0,373.4073,415.0
2829,239,2019-01-30 21:00:00,311.0,294.01807,362.0
2830,239,2019-01-30 22:00:00,281.0,247.25293,219.0
2831,239,2019-01-30 23:00:00,138.0,124.95351,112.0
2832,239,2019-01-31 00:00:00,59.0,74.440346,62.0
2833,239,2019-01-31 01:00:00,27.0,35.265446,30.0
2834,239,2019-01-31 02:00:00,14.0,19.843338,10.0
2835,239,2019-01-31 03:00:00,12.0,15.652075,10.0
2836,239,2019-01-31 04:00:00,13.0,17.787552,13.0
2837,239,2019-01-31 05:00:00,64.0,62.882088,58.0
2838,239,2019-01-31 06:00:00,138.0,140.25204,154.0
2839,239,2019-01-31 07:00:00,301.0,306.21564,278.0
2840,239,2019-01-31 08:00:00,394.0,397.2318,394.0
2841,239,2019-01-31 09:00:00,377.0,373.88605,401.0
2842,239,2019-01-31 10:00:00,379.0,373.273,359.0
2843,239,2019-01-31 11:00:00,402.0,390.41074,355.0
2844,239,2019-01-31 12:00:00,430.0,420.4348,383.0
2845,239,2019-01-31 13:00:00,378.0,374.0274,391.0
2846,239,2019-01-31 14:00:00,481.0,467.40045,414.0
2847,239,2019-01-31 15:00:00,474.0,451.99893,532.0
2848,239,2019-01-31 16:00:00,401.0,398.8485,403.0
2849,239,2019-01-31 17:00:00,482.0,468.7692,512.0
2850,239,2019-01-31 18:00:00,499.0,508.7368,529.0
2851,239,2019-01-31 19:00:00,472.0,481.50082,429.0
2852,239,2019-01-31 20:00:00,395.0,373.36368,358.0
2853,239,2019-01-31 21:00:00,311.0,293.9371,363.0
2854,239,2019-01-31 22:00:00,281.0,247.07567,231.0
2855,239,2019-01-31 23:00:00,138.0,124.87315,127.0
2856,48,2019-01-25 00:00:00,244.0,303.1321,350.0
2857,48,2019-01-25 01:00:00,159.0,175.96617,236.0
2858,48,2019-01-25 02:00:00,107.0,96.88587,124.0
2859,48,2019-01-25 03:00:00,72.0,54.14723,106.0
2860,48,2019-01-25 04:00:00,117.0,77.234566,139.0
2861,48,2019-01-25 05:00:00,178.0,138.06636,180.0
2862,48,2019-01-25 06:00:00,538.0,402.7299,471.0
2863,48,2019-01-25 07:00:00,474.0,395.32285,422.0
2864,48,2019-01-25 08:00:00,435.0,404.03207,468.0
2865,48,2019-01-25 09:00:00,431.0,409.29437,421.0
2866,48,2019-01-25 10:00:00,458.0,423.6527,386.0
2867,48,2019-01-25 11:00:00,393.0,391.45566,336.0
2868,48,2019-01-25 12:00:00,315.0,345.9512,331.0
2869,48,2019-01-25 13:00:00,283.0,314.11533,293.0
2870,48,2019-01-25 14:00:00,295.0,309.00137,264.0
2871,48,2019-01-25 15:00:00,303.0,309.6309,304.0
2872,48,2019-01-25 16:00:00,312.0,305.00357,311.0
2873,48,2019-01-25 17:00:00,325.0,314.37354,368.0
2874,48,2019-01-25 18:00:00,418.0,369.2775,509.0
2875,48,2019-01-25 19:00:00,481.0,407.51254,538.0
2876,48,2019-01-25 20:00:00,477.0,408.27576,526.0
2877,48,2019-01-25 21:00:00,703.0,535.88055,550.0
2878,48,2019-01-25 22:00:00,713.0,553.6253,753.0
2879,48,2019-01-25 23:00:00,508.0,431.49753,785.0
2880,48,2019-01-26 00:00:00,244.0,297.42404,595.0
2881,48,2019-01-26 01:00:00,159.0,218.2815,404.0
2882,48,2019-01-26 02:00:00,107.0,169.75005,284.0
2883,48,2019-01-26 03:00:00,72.0,142.49359,241.0
2884,48,2019-01-26 04:00:00,117.0,159.5398,220.0
2885,48,2019-01-26 05:00:00,178.0,201.10541,93.0
2886,48,2019-01-26 06:00:00,538.0,394.64844,149.0
2887,48,2019-01-26 07:00:00,474.0,381.7602,169.0
2888,48,2019-01-26 08:00:00,435.0,381.88528,257.0
2889,48,2019-01-26 09:00:00,431.0,381.1058,362.0
2890,48,2019-01-26 10:00:00,458.0,389.2866,429.0
2891,48,2019-01-26 11:00:00,393.0,364.2436,403.0
2892,48,2019-01-26 12:00:00,315.0,330.74298,412.0
2893,48,2019-01-26 13:00:00,283.0,308.63187,392.0
2894,48,2019-01-26 14:00:00,295.0,307.18835,335.0
